sentence_id,l1,cefr,cefr_numeric,topic,grade,wordcount,nationality,text,target_word,register_label,register_markedness_llm,substitution_natural_llm,simpler_alternative_llm,confidence_llm
558,Spanish,C1,5.0,Comparing two demographic groups,100.0,177.0,mx,"It's difficult to talk about Corporate Social Responsibility because if we consider that nowadays we are living in an era of globalization and multinational corporations; most of them' obviously are focused on generating profits. However, as result of that situation, they are affecting the environment and the social welfare as well. Fortunately, at the present more and more companies are adopting CSR, although some people say that it's just a marketing device used for companies to improve reputation of their brands. Particularly, I think corporations should not be only responsible to their shareholders; its important to have ethical principles and moral to conduct business in the wider community and make good for the society, but there are powerful arguments on both sides of the issue. On the one hand, companies only are responsible to its shareholders, but on the other hand, community is letting them to do business. For that reason they should contribute to the sustainability of the environment and support the local community by taking actions based on ethical values for the benefit of society.",consider,academic,0,0,,3
558,Spanish,C1,5.0,Comparing two demographic groups,100.0,177.0,mx,"It's difficult to talk about Corporate Social Responsibility because if we consider that nowadays we are living in an era of globalization and multinational corporations; most of them' obviously are focused on generating profits. However, as result of that situation, they are affecting the environment and the social welfare as well. Fortunately, at the present more and more companies are adopting CSR, although some people say that it's just a marketing device used for companies to improve reputation of their brands. Particularly, I think corporations should not be only responsible to their shareholders; its important to have ethical principles and moral to conduct business in the wider community and make good for the society, but there are powerful arguments on both sides of the issue. On the one hand, companies only are responsible to its shareholders, but on the other hand, community is letting them to do business. For that reason they should contribute to the sustainability of the environment and support the local community by taking actions based on ethical values for the benefit of society.",however,academic,0,0,,3
558,Spanish,C1,5.0,Comparing two demographic groups,100.0,177.0,mx,"It's difficult to talk about Corporate Social Responsibility because if we consider that nowadays we are living in an era of globalization and multinational corporations; most of them' obviously are focused on generating profits. However, as result of that situation, they are affecting the environment and the social welfare as well. Fortunately, at the present more and more companies are adopting CSR, although some people say that it's just a marketing device used for companies to improve reputation of their brands. Particularly, I think corporations should not be only responsible to their shareholders; its important to have ethical principles and moral to conduct business in the wider community and make good for the society, but there are powerful arguments on both sides of the issue. On the one hand, companies only are responsible to its shareholders, but on the other hand, community is letting them to do business. For that reason they should contribute to the sustainability of the environment and support the local community by taking actions based on ethical values for the benefit of society.",powerful,academic,0,0,,3
559,Spanish,C1,5.0,Writing a campaign speech,90.0,155.0,mx,"I think to be a successful person you need a lot of traits, but an extra thing that you need is good luck. However, you should to work on it, because you wont find the success in front of you. So, how do you can achieve your personal goals and become in a successful person? Most important, you have to be a persistent person. Think about what it is that you really want to do with your life, and go for it. Once you know what you want, stay focused. Don't let anything or anyone stand in your way. Don't take 'no' for an answer or let failure or mistakes along the way stop you from realizing your objective. It's your life and your dream, be it big or small. You will find a lot of obstacles during the way; take them like an opportunity to learn and avoid them the next time. Good luck.",however,neutral essay,0,0,,3
561,Spanish,C1,5.0,Writing advertising copy,95.0,157.0,mx,"Crime is among the most urgent concerns in Mexico, as a Mexican I'm very worried. Mexico has experienced increasingly high crime rates, especially in major urban centers, and is repeatedly marked by violence. I consider that drug trafficking were the main problem because it is the cause of another crimes as kidnapping, violent robbery, extortion, car thefts etc. The Government has changed some laws in order to reduce the crime, for example the sentence for a kidnapper or a blackmailer is a life sentence. Another thing that the Government did was the installation of thousands of security cameras around the city and a very large expansion of the city police force nowadays Mexico City has one of the highest police officers in the world with one uniformed police officer per every one hundred citizens, with this increase, violent and petty crime rates both falling significantly despite the rise in violent crime in other parts of the country.",consider,neutral essay,1,0,,3
561,Spanish,C1,5.0,Writing advertising copy,95.0,157.0,mx,"Crime is among the most urgent concerns in Mexico, as a Mexican I'm very worried. Mexico has experienced increasingly high crime rates, especially in major urban centers, and is repeatedly marked by violence. I consider that drug trafficking were the main problem because it is the cause of another crimes as kidnapping, violent robbery, extortion, car thefts etc. The Government has changed some laws in order to reduce the crime, for example the sentence for a kidnapper or a blackmailer is a life sentence. Another thing that the Government did was the installation of thousands of security cameras around the city and a very large expansion of the city police force nowadays Mexico City has one of the highest police officers in the world with one uniformed police officer per every one hundred citizens, with this increase, violent and petty crime rates both falling significantly despite the rise in violent crime in other parts of the country.",increase,neutral essay,1,0,,3
561,Spanish,C1,5.0,Writing advertising copy,95.0,157.0,mx,"Crime is among the most urgent concerns in Mexico, as a Mexican I'm very worried. Mexico has experienced increasingly high crime rates, especially in major urban centers, and is repeatedly marked by violence. I consider that drug trafficking were the main problem because it is the cause of another crimes as kidnapping, violent robbery, extortion, car thefts etc. The Government has changed some laws in order to reduce the crime, for example the sentence for a kidnapper or a blackmailer is a life sentence. Another thing that the Government did was the installation of thousands of security cameras around the city and a very large expansion of the city police force nowadays Mexico City has one of the highest police officers in the world with one uniformed police officer per every one hundred citizens, with this increase, violent and petty crime rates both falling significantly despite the rise in violent crime in other parts of the country.",large,neutral essay,0,0,,3
562,Spanish,C1,5.0,Renting out a room,100.0,182.0,mx,"There are three building in Mxico taller than 200 meters, two of them are located in Mexico City and the other one in Guadalajara: Torre Mayor (Main Tower), Torre Ejecutiva Pemex (Pemex Executive Tower) and the Riu Hotel . All of the buildings are measured from the main entrance to the top and include the spires, but not the antennas. Personally, I like buildings with character, more than tall buildings of course, this doesnt apply to New York, which I consider one of the most beautiful cities in the world with all the skyscrapers. Therefore, I like  buildings like museums, with their own personality. In Monterrey, my city, there is Marco, the Contemporary Museum of Art, which, despite the impressive collection of art that it houses, is a masterpiece in itself, with the solid structures, patio, and with all the elements that take us to the colonial times. I like also a beautiful hotel located in Mexico City (Camino Real Polanco) because its architecture includes various Mexican elements such as the patios, the tall windows and ceilings, bright colors and very vivid ambiance.",consider,neutral essay,1,0,,3
562,Spanish,C1,5.0,Renting out a room,100.0,182.0,mx,"There are three building in Mxico taller than 200 meters, two of them are located in Mexico City and the other one in Guadalajara: Torre Mayor (Main Tower), Torre Ejecutiva Pemex (Pemex Executive Tower) and the Riu Hotel . All of the buildings are measured from the main entrance to the top and include the spires, but not the antennas. Personally, I like buildings with character, more than tall buildings of course, this doesnt apply to New York, which I consider one of the most beautiful cities in the world with all the skyscrapers. Therefore, I like  buildings like museums, with their own personality. In Monterrey, my city, there is Marco, the Contemporary Museum of Art, which, despite the impressive collection of art that it houses, is a masterpiece in itself, with the solid structures, patio, and with all the elements that take us to the colonial times. I like also a beautiful hotel located in Mexico City (Camino Real Polanco) because its architecture includes various Mexican elements such as the patios, the tall windows and ceilings, bright colors and very vivid ambiance.",therefore,neutral essay,0,1,so,3
563,Spanish,C1,5.0,Renting out a room,90.0,188.0,mx,"Mexico City is a blend between the history buildings and the contemporary ones. Mexico is a city created for the spanish people who came here in the 15Th century. They wanted to construct here the new Spain and because of that, they built over the arquitecture of the aztecs. Nowadays we can admire, mostly in the center of the city the ruins of the Tenochtitln city (this is the name of the ancient city). In the old city there was a lot of religious temples but they were covered with catholic churches. In this century we have modern buildings in some places of the city, so like I said before you can admire both. If you come here I recomend you to take the ""turibus"" this is a bus which can take you to different places of the city and they explain you the history of them and you can learn a lot of it. You can down of the bus where ever you want, it has a lot of stops around the city, but I warn you, this is one of the largest cities in the world !",ancient,neutral essay,0,0,,3
563,Spanish,C1,5.0,Renting out a room,90.0,188.0,mx,"Mexico City is a blend between the history buildings and the contemporary ones. Mexico is a city created for the spanish people who came here in the 15Th century. They wanted to construct here the new Spain and because of that, they built over the arquitecture of the aztecs. Nowadays we can admire, mostly in the center of the city the ruins of the Tenochtitln city (this is the name of the ancient city). In the old city there was a lot of religious temples but they were covered with catholic churches. In this century we have modern buildings in some places of the city, so like I said before you can admire both. If you come here I recomend you to take the ""turibus"" this is a bus which can take you to different places of the city and they explain you the history of them and you can learn a lot of it. You can down of the bus where ever you want, it has a lot of stops around the city, but I warn you, this is one of the largest cities in the world !",construct,neutral essay,0,0,,3
563,Spanish,C1,5.0,Renting out a room,90.0,188.0,mx,"Mexico City is a blend between the history buildings and the contemporary ones. Mexico is a city created for the spanish people who came here in the 15Th century. They wanted to construct here the new Spain and because of that, they built over the arquitecture of the aztecs. Nowadays we can admire, mostly in the center of the city the ruins of the Tenochtitln city (this is the name of the ancient city). In the old city there was a lot of religious temples but they were covered with catholic churches. In this century we have modern buildings in some places of the city, so like I said before you can admire both. If you come here I recomend you to take the ""turibus"" this is a bus which can take you to different places of the city and they explain you the history of them and you can learn a lot of it. You can down of the bus where ever you want, it has a lot of stops around the city, but I warn you, this is one of the largest cities in the world !",place,neutral essay,0,0,,3
565,Spanish,C1,5.0,Making a movie,80.0,209.0,mx,"My town used to be attended by local grocery stores I mean, mom-and-dad business for many years, but on 1994 was the year of globalization, due a international agreement that the government made between Canada and the U.S., so many big-box stores started to settle on the city and the people welcomed them in a positive way, it was the hip by then, everybody wanted to do shopping on these super-stores, due to the TV spots, as I was saying, all of these big-box stores hired many people and at first everything seemed to be good, because all the people had a job, and by then low vandalism activities were reported, and low bad social behaviors reports were almost cero. These two bad activities started to increase due that many people started to immigrate from different parts of the country, because of the high demand of work force by then, nowadays our city has growth in a high way, that now we have a lot of work force, instead of work demand, and this effect brought our city high poverty index,  low paid work positions and all mom-and-dad business are closed, due that they couldn't compete to these big-box stores",increase,news,0,0,,3
567,Spanish,C1,5.0,Renting out a room,80.0,145.0,mx,"Now I live in Boston, Massachusetts.  I should talk about of this city a lot things, for example this is an old city; the houses, the streets are like the pass time.  I like here because you can see the four season: summer, fall, spring, winter that is amazing, sometimes is too hot and sometimes is too cold.  Also we can see the snow, I'm sure many people would like to see the snow, It is the most beautiful thing in the world; I like that.  In Boston we have the most famous university, this is Harvard every one knows.  Our president Barack Obama studied in Harvard and many famous people like doctor, layer and more.  I'm happy living here, It is a good place to live, safe with good opportunities of work and of course with good money.  It is a little expensive too.",place,neutral essay,0,0,,3
569,Spanish,C1,5.0,Writing advertising copy,95.0,196.0,mx,"In my city where I live there are a lot of types of crimes, that these could be consider as petty crimes. However it doesnt mean that everybody can do such of crimes because if you get caught, you may be fined or punished in prison up to 6 years. There is a pilot project where all the traffic police establishes a point where they stops everybody whos driving a car, then they start by testing all the drivers first, with a few questions, and if they think that theyre in an alcoholic status, finally they do the last step which is the alcohol test. Its a kind of a alcohol test level, everybody blows into this alcohol test level thing, and if you get overpass the minimum levels, you may be put in prison up to 36 hours and plus a fine valued to $400 dollars. Before these actions, many people were allowed to drink lots of times and nothing was happening to them,  due the new law regulations now people stopped doing this illegal activity and no recidivism is applying anymore. Better life for everybody because, it lead to cause less car accidents nowadays.",consider,neutral essay,1,0,,3
569,Spanish,C1,5.0,Writing advertising copy,95.0,196.0,mx,"In my city where I live there are a lot of types of crimes, that these could be consider as petty crimes. However it doesnt mean that everybody can do such of crimes because if you get caught, you may be fined or punished in prison up to 6 years. There is a pilot project where all the traffic police establishes a point where they stops everybody whos driving a car, then they start by testing all the drivers first, with a few questions, and if they think that theyre in an alcoholic status, finally they do the last step which is the alcohol test. Its a kind of a alcohol test level, everybody blows into this alcohol test level thing, and if you get overpass the minimum levels, you may be put in prison up to 36 hours and plus a fine valued to $400 dollars. Before these actions, many people were allowed to drink lots of times and nothing was happening to them,  due the new law regulations now people stopped doing this illegal activity and no recidivism is applying anymore. Better life for everybody because, it lead to cause less car accidents nowadays.",however,neutral essay,0,0,,3
570,Spanish,C1,5.0,Talking a friend out of a risky action,90.0,199.0,mx,"Good night everyone and welcome to this special party for Alexander and Albert. My name is Joshua: a close friend of this young couple.  Id like to offer a toast for this cute and lovingly couple who had endured a lot of hard times together. Thanks everyone for coming to this special moment. Since I met these two guys, they seemed to be happy at each others side, even if they were just friends. Even so, they seemed to be connected; like they needed each other to survive. Alexander and Albert met outside the city, at that special bridge we know very well. Both of them had experienced a lot of painful moments. Albert was about to commit suicide when Alexander appeared in the middle of the darkness and managed to save the young wolf. Thats how the love for each other grew. Alexander is a smart, nice, gentle and understanding person. He is always there whenever you need help. Albert is an enthusiastic and sometimes crazy wolf that makes others to push themselves to the limit and never give up of your dreams. Albert and Alexander I wish happiness to both of you. Lets toast to these two.",appear,informal,0,0,,3
570,Spanish,C1,5.0,Talking a friend out of a risky action,90.0,199.0,mx,"Good night everyone and welcome to this special party for Alexander and Albert. My name is Joshua: a close friend of this young couple.  Id like to offer a toast for this cute and lovingly couple who had endured a lot of hard times together. Thanks everyone for coming to this special moment. Since I met these two guys, they seemed to be happy at each others side, even if they were just friends. Even so, they seemed to be connected; like they needed each other to survive. Alexander and Albert met outside the city, at that special bridge we know very well. Both of them had experienced a lot of painful moments. Albert was about to commit suicide when Alexander appeared in the middle of the darkness and managed to save the young wolf. Thats how the love for each other grew. Alexander is a smart, nice, gentle and understanding person. He is always there whenever you need help. Albert is an enthusiastic and sometimes crazy wolf that makes others to push themselves to the limit and never give up of your dreams. Albert and Alexander I wish happiness to both of you. Lets toast to these two.",since,informal,0,0,,3
571,Spanish,C1,5.0,Giving advice about budgeting,95.0,184.0,mx,"I would define green business as the company that, in order to get economic growth, consider essential the social growth of its employees and users of its products or services, all from the sustainable use of the resources used: water, land, energy, etc... The first and last green company goal has a threefold aspect: creating economic value from social values and environmental. The green business, not only has to achieve the satisfaction of their partners or shareholders through customer satisfaction, selling more, but also it has to earn legitimately the satisfaction of every single part involved in the business activities, starting with its workers, following for its products or services and ending with the ""satisfaction"" of the environment it occupies, natural resources used and waste generated, care for the environment as his own. Finally, a good green company should try their best to communicate their good work and thereby help generate a sustainable consciousness that affects sustainable consumption. No, I don't go out of my way to buy green products, but I try to help the environment using the 3R's: Reduce, recycle and reuse.",consider,academic,0,0,,3
572,Spanish,C1,5.0,Choosing a renewable energy source,70.0,154.0,mx,"dear elizabeth, i have selected an campaign for century watches.i am sure you'll love our choice of campaigns. i choice the second image  for the new slogan ,Golf and Century. The perfect team, is the best option i know that. that's why i see that this slogan likely reflects the personality of the costumer that look out the glamour ,security and great personality. many people thinks if get a products expensive is synonym of greatness. other thing that the people relates whit greatness is the golf. so i am sure that whit this things together the custumer will want the watch. in other side,many people think that  century is a classic and well-known brand,because it has featured soe of the mosto famous stars in advertising campaigns.while this might be true,it is also true custoers best century because it's simply the best and most reliable watchmaker on the market.",select,neutral essay,1,0,,3
573,Spanish,C1,5.0,Renting out a room,100.0,181.0,mx,"The architecture in Mexico is diverse, major cities has a different architecture, but the most fascinating buildings are in Mexico city. Mexico city is one of the most populate cities around the world, and has a lot of interesting places. One special building is the arts palace, this located in the downtown and is a white stone building composed by 3 dome. Near, around 3 blocks to the south is Latin American tower, in the 90''s was one of the biggest buildings with 44 floors and all outside cover by glass. Now there are a corporate offices with buildings taller than Latin American tower, but this was one of the first and already survived to a major earthquakes, more than 8.5 grades. The last interesting place for me is the government palace, this is located in the downtown, has a really interesting architecture mixing many styles. Some of the areas are housing a collection about Mexico history. The only thing that you have to consider if you want to visit those places is the heavy traffic in the city.",consider,neutral essay,1,0,,3
573,Spanish,C1,5.0,Renting out a room,100.0,181.0,mx,"The architecture in Mexico is diverse, major cities has a different architecture, but the most fascinating buildings are in Mexico city. Mexico city is one of the most populate cities around the world, and has a lot of interesting places. One special building is the arts palace, this located in the downtown and is a white stone building composed by 3 dome. Near, around 3 blocks to the south is Latin American tower, in the 90''s was one of the biggest buildings with 44 floors and all outside cover by glass. Now there are a corporate offices with buildings taller than Latin American tower, but this was one of the first and already survived to a major earthquakes, more than 8.5 grades. The last interesting place for me is the government palace, this is located in the downtown, has a really interesting architecture mixing many styles. Some of the areas are housing a collection about Mexico history. The only thing that you have to consider if you want to visit those places is the heavy traffic in the city.",place,neutral essay,0,0,,3
575,Spanish,C1,5.0,Attending a seminar on stress reduction,70.0,163.0,mx,"Comparing schools in Mexico is a shame because education in this country is not good that other country or place, for example, in Mexico city teachers has a lot of days of they constantly claim for good salaries, less hours working and more days to rest, in other country like USA teachers work more hours per day, of couse they earn more money but they are well prepared for teaching. American techers enjoy their jobs even thought students are very problematic. In Mexico professors always complain about goberment, politcs and everithing that happens in this beatyful contry. Our education is not the best however our kids have the rigth to get a better place to live, we have to stop complaing about the actual situation, no matter what kind of goberment we get in the future, we have to think in other way. Our kids are the hopless, we have to ecourage them, and to teach them how to get a better country.",however,neutral essay,0,0,,3
575,Spanish,C1,5.0,Attending a seminar on stress reduction,70.0,163.0,mx,"Comparing schools in Mexico is a shame because education in this country is not good that other country or place, for example, in Mexico city teachers has a lot of days of they constantly claim for good salaries, less hours working and more days to rest, in other country like USA teachers work more hours per day, of couse they earn more money but they are well prepared for teaching. American techers enjoy their jobs even thought students are very problematic. In Mexico professors always complain about goberment, politcs and everithing that happens in this beatyful contry. Our education is not the best however our kids have the rigth to get a better place to live, we have to stop complaing about the actual situation, no matter what kind of goberment we get in the future, we have to think in other way. Our kids are the hopless, we have to ecourage them, and to teach them how to get a better country.",place,neutral essay,0,0,,3
576,Spanish,C1,5.0,Writing a brochure for a museum,95.0,156.0,mx,"It sound interesting being able to travel across the border between different countries. Just imagine being able go to other places without visa or passport. It''s a shame that nothing of that happens in our country. We need visa and passport to be able to travel to Canada or USA. Getting the American visa is relatively hard. First off, you need to spend money went into an interview in order to get it. If the interviewer are not satisfied, they will not give you the visa and, for the worst. They dont give you back the money you spent. Its just unfair. Id love to live in a place where those kind of stuff are not needed. Also you mustnt change your currency because the other countries use the same currency. I think people should stop fight against each other and just unify like the Eurozone did. I think the world would be much better.",place,neutral essay,0,0,,3
577,Spanish,C1,5.0,Writing an article about NLP techniques,90.0,205.0,mx,"When I buy on internet, I use a site where they sell everything you need, from the most insignificant to the most unbelievable thing you never imagine, that they could sell. Well I'm referencing the web site which is called todito.com, this is a very uncommon e-commerce site because it design is very practical, I mean it's easy to surf through the page, and helps you find the item you're looking, because they have a software that recognizes your voice, and on this way you can say what you're looking for, and as quickly as possible, you get a wide of items range that may suit your search or even more, can overpass your expectations, isn't wonderful?. Another advantage that has over another e-commerce sites, is that you can choose the payment method, these can be by using your debit or credit card, through deposit in a bank or a retail store or if you want pay in cash when you receive the product, another easy way couldn't be better. Finally it's a reliable web site, all your data is secure due that they have a security certificate where specifies that all your personal data will be encrypted to avoid identity theft.%%",receive,informal,1,1,get,3
578,Spanish,C1,5.0,Writing a campaign speech,80.0,145.0,mx,"Traits and habits of a successful person. There are many books, publications and movies talking about succsses and successful people. This sources give as many advices: Everything you do for 21 days, make an habit. If you want develop a habit, be sure to do it. Have a health diet and make a exercise routine, if you have a good start in your day, you can do almost everything. Have high goals and go for it! A successful person I admire, have the next traits and habits: - Wake up early every morning - Seems happy all the time - Have a good ideas and make it real - Develop excellent realtionship with all of the people - Always have a good advice or nice words for everyone There are so much to discuss about this topic, but in general terms this is my opinion about succsses and successful people.",discuss,neutral essay,0,0,,3
579,Spanish,C1,5.0,Writing about a disaster relief effort,95.0,178.0,mx,"Dear Fernando As you know that 9 months ago I got the job as grower of onion by Green Field Corp,so I want to tell you how happy and satisfied I feel because until now all is working well, only is missing 10 days to conclude the cycle. First I ordered the seeds from USA to a company called Enza Zaden Corp once I received the shipment then I began to prepare the soil to sow it, after 3 months of taking care of the plant I obtained it with I obtained it with excellent shapes ready to go to the next step that is sun-dried. once I got it completely dried I put on them a little of lime to avoid rot.Then I hired people to sow the bulbs one by one until the field were filled, Then as you know I have to be very careful with the driven of water, nutrition and control of diseases and pest. So until this step is where I'm only is missing a few days to conclude.",obtain,neutral essay,0,0,,3
580,Spanish,C1,5.0,Writing a brochure for a museum,60.0,234.0,mx,"Oscar Gonzalez needs and goals in relation to Maslow's hierarchy of needs.  Physiological: Most of my physiological needs are being met. I never go hungry or thirsty, and I have to say it that everything that I have is because of my mom she help me in every part of my life.  Safety:  I believe that all the people have problems some big and some small problems, in my situation we have economic problems, since bad people stolen a big truck from my family about 9 years ago everything went wrong and wrong, now all my family is renting and that hurts very much. Working together with my 5 brothers making a deadline probably we will pay our loans in 5 or 6 years. About the security of employment is a concern. I work as an English teacher in IGA Guatemala and you never know but one thing I know is that working hard, improving in every area and being responsible is all I need. Love and affection:  I don't have problems with this level I'm happy with friends, family and my girlfriend.%% Esteem: I'm very proud of myself because I know who I am and who is with me always is God taking care of me. Self-actualization: I always try to understand people and of course try to wear their shoes that way I can touch and feel their fears and happiness.",since,neutral essay,0,0,,3
581,Spanish,C1,5.0,Comparing two online retailers,100.0,190.0,mx,"Dear Mayor Bleak, I am writing to you to express my concern about the new superstore that is planning to open in our area. I strongly believe that this will force many small business to close down. I would like to stress that the 95% of our community is against the opening of Super-Mart in our town. It is said that Super-Mart will provide employees to the local community. On the other hand Super-Mart is guilty of substandard labor practices. I want to stress my point of view about substandard labor practices because is know that Super-Mart offers part-time jobs as clerks and stokers and no benefits are provided for these part-time workers. Furthermore pollution will increase as more people will be driving long distance to the Super-Mart. Have you thought about helping economically to our community team, is well know that the small businesses are involved with the local team and for that reason schools are against Super-Mart. All in all, I see no benefit for our community. I would be happy to discuss this issue further Yours Sincerely Oscar Gonzalez.%%",discuss,neutral essay,1,0,,3
581,Spanish,C1,5.0,Comparing two online retailers,100.0,190.0,mx,"Dear Mayor Bleak, I am writing to you to express my concern about the new superstore that is planning to open in our area. I strongly believe that this will force many small business to close down. I would like to stress that the 95% of our community is against the opening of Super-Mart in our town. It is said that Super-Mart will provide employees to the local community. On the other hand Super-Mart is guilty of substandard labor practices. I want to stress my point of view about substandard labor practices because is know that Super-Mart offers part-time jobs as clerks and stokers and no benefits are provided for these part-time workers. Furthermore pollution will increase as more people will be driving long distance to the Super-Mart. Have you thought about helping economically to our community team, is well know that the small businesses are involved with the local team and for that reason schools are against Super-Mart. All in all, I see no benefit for our community. I would be happy to discuss this issue further Yours Sincerely Oscar Gonzalez.%%",increase,neutral essay,1,0,,3
581,Spanish,C1,5.0,Comparing two online retailers,100.0,190.0,mx,"Dear Mayor Bleak, I am writing to you to express my concern about the new superstore that is planning to open in our area. I strongly believe that this will force many small business to close down. I would like to stress that the 95% of our community is against the opening of Super-Mart in our town. It is said that Super-Mart will provide employees to the local community. On the other hand Super-Mart is guilty of substandard labor practices. I want to stress my point of view about substandard labor practices because is know that Super-Mart offers part-time jobs as clerks and stokers and no benefits are provided for these part-time workers. Furthermore pollution will increase as more people will be driving long distance to the Super-Mart. Have you thought about helping economically to our community team, is well know that the small businesses are involved with the local team and for that reason schools are against Super-Mart. All in all, I see no benefit for our community. I would be happy to discuss this issue further Yours Sincerely Oscar Gonzalez.%%",provide,neutral essay,1,0,,3
582,Spanish,C1,5.0,Renting out a room,70.0,149.0,mx,"Monterrey Nuevo Leon is a big city ,i love it so much. in the core of the city there are a beutiful stuff,buildings and spaces to practic sports. first of all ,there are ancent building and a love to visit . one of principal is ""la catedran"" inside of it you can see huge scuptures and pictures made in 1910. for other side, in monterrey there are space to practic sports as football,bascket ball or only walk. you can se in monterrey inside of ""el papalote"" historic architecture made for great artist. i recommend go to the ""cola de caballo "" there you can to feel as the nature hug you. the "" cola de caballo "" is a beutiful place when you can camping and admire nature. if you can't camping then visit the Hotel ""las caguamas"" is a trendy hotel what i am sure that you enjoy so much.",place,informal,0,0,,3
583,Spanish,C1,5.0,Talking a friend out of a risky action,90.0,204.0,mx,"Welcome every one for being here, at my brothers wedding party, Its for me an honor to say a few words for him, because hes a very nice person and the people who knows him, will probably will say, that hes the man who really deserves this wedding party, as his best present in this fascinating trip which is called life. My name is Benjamin and Im the second member in this fabulous family and that reminds me that, Adrian is the last member of the family and the youngest. Adrian I want to thank you for all these years that we had together, and of course thank you for all this party!, that I consider personally as one of the most spectacular wedding parties I ever been!. Adrian is being always very friendly and funny through the years, he made me laugh a lot and what I appreciate the most that you were always very supportive, so I wish you the best of the best in your new life, and I propose a toast and everybody rise your drinks and say Adrian we wish you a very flourish life. I wont cry but I may need it! just give me a hug brother!%%",consider,informal,0,0,,3
584,Spanish,C1,5.0,Writing an article about a superstore,90.0,174.0,mx,"Glendora's Residents are living in a Hell Residents from Glendora has been evacuated due to a fire So far, two houses had been burned due and around 2000 residents had been evacuated due to a wild fire around the area. According to the witness, the fire started when three people tossed paper into a campfire while they were camping in the wild area. The three suspects that are on their 20's were arrested on chargers of recklessly starting the fire and living the dangerous scene. unfortunately, not only there are physical damages, but also environmental damages. The environmental protection agency had recommended that residents from Glendora stay in home the most that they can, at least there are an emergency or evacuation is required, this due to an ash rained on the city. Breathing ashes can be detrimental to people's health, specially for children and older adults. Severe school and public places has been closed since the fire started. Residents needs to surveillance their property and report any suspect fire to the police immediately.",place,news,1,0,,3
584,Spanish,C1,5.0,Writing an article about a superstore,90.0,174.0,mx,"Glendora's Residents are living in a Hell Residents from Glendora has been evacuated due to a fire So far, two houses had been burned due and around 2000 residents had been evacuated due to a wild fire around the area. According to the witness, the fire started when three people tossed paper into a campfire while they were camping in the wild area. The three suspects that are on their 20's were arrested on chargers of recklessly starting the fire and living the dangerous scene. unfortunately, not only there are physical damages, but also environmental damages. The environmental protection agency had recommended that residents from Glendora stay in home the most that they can, at least there are an emergency or evacuation is required, this due to an ash rained on the city. Breathing ashes can be detrimental to people's health, specially for children and older adults. Severe school and public places has been closed since the fire started. Residents needs to surveillance their property and report any suspect fire to the police immediately.",since,news,0,0,,3
585,Spanish,C1,5.0,Renting out a room,100.0,173.0,mx,"If you, someday, come to Guadalajara for vacation, I promise you wont regret it. I can tell you that you would like to stay a few days more. The place is full of old Spanish fashioned houses from the 18th century. Most of them are centered at the downtown, next to the main cathedral. Some of those old fashioned houses had been turned into personal business by people that rent or live there. The most beautiful buildings had become museums or theaters. For example, we have the natural museum located right behind the Guadalajaras cathedral. Its main attraction is a huge mammoth skeleton right after the main entrance. 200 meters from the museum, we have the Degollados main theater: The most important of the city. This place has any sort of events, like operas, orchestras or plays. There are a lot of interesting buildings around there that even I havent seen or went, but Ive heard about them. If you come over here, just let me know and we will look for them.",place,informal,0,0,,3
586,Spanish,C1,5.0,Making a movie,90.0,169.0,mx,"I have no a deep knowledge about Superstores, however along my life I have realized how some rural Mexican communities have been more adversely impacted by the discount and prices offered by mass merchandisers. In this particularly case I am referring to Wal-Mart.  Nowadays, rural population is being strongly attracted by these new malls because their ease of access, low prices, great variety of products, controlled climate, parking space and their extended shopping hours. As result, sales for business in rural areas are decreasing dramatically while  superstores are operating in specific areas for a long period of time where people regularly attend and consequently cause losses of sales to  smaller competing stores. On the other hand, community is benefited through substantially lower prices, besides other important factor is that most of the superstores are offering credit to their customers. Currently, I think that people spend 80% in superstores and only 20% in local small business, so if the trends continue, local competitors will disappear in a short time.",however,academic,0,0,,3
587,Spanish,C1,5.0,Comparing two demographic groups,70.0,155.0,mx,"since my point of view I think all of we live in the same world and it is a responsibility of all the inhabitants to take care of it. So I agree that is necessary to have a association that create rules to protect either the environment and the workforce. One effective rule can be for example if a company polluted with emissions of gases, It has the responsability to plant trees  to clean the air or another good rule could be to have filter of air.There are several association like ""Green Peace"" that have good proposal to protect either animals and the environmentbut unfortunately not all the people are agree with them or don't want to help them economically. On the other hand there are other associated with similars objectives but unfortunately there are people that only  steal the funds and don't destinate it for action in favor of environment and the workforce.",since,ambiguous,0,0,,2
588,Spanish,C1,5.0,Comparing two demographic groups,100.0,164.0,mx,"When I was asked to write about Corporate Social Responsibility, The first thing that gets in to my mind was writing about my own company: I own a small Graphic Design Agency with 12 years of experience working for a couple of transnational enterprises. Our main strength is Packaging Design. A couple of years ago we try to change the route of the company by trying to assume a Social Responsibility with our own employees and with the Graphic Design community. We try to become a company that cares about human resources and understand that is our most valuable asset. We care for their well being and development. And we try to provide them constant training aiming for their personal growth. That was only the beginning , Care about the people inside the company and by now our new target is about improve the conditions for Graphic designers in our country by sharing our vision, giving support and training the new generations of graduated Designers.",provide,academic,1,0,,3
